time_series,traffic_status,geometry
2023-03-24 22:00:00,0,"LINESTRING (46.7999545 24.7385427, 46.7997335 24.7384061, 46.7995818 24.7383117)"
2023-03-24 23:00:00,2,"LINESTRING (24.7728471 46.8476768, 24.7731853 46.8479083)"
2023-03-24 23:00:00,2,"LINESTRING (24.8099329 46.8752249, 24.8104679 46.8756158)"
2023-03-24 23:00:00,2,"LINESTRING (24.6765555 46.6839201, 24.6769079 46.6847946)"
2023-03-25 18:00:00,0,"LINESTRING (46.8646304 24.7955605, 46.8648155 24.7958032)"
2023-03-25 18:00:00,0,"LINESTRING (46.864561 24.7954666, 46.8646304 24.7955605)"
2023-03-25 18:00:00,0,"LINESTRING (46.77234 24.720733, 46.7724787 24.7207948)"
2023-03-25 18:00:00,0,"LINESTRING (46.7968317 24.7359644, 46.7984679 24.7369992)"
2023-03-25 18:00:00,0,"LINESTRING (46.7362218 24.6983423, 46.7342681 24.6970308, 46.7333158 24.6964217, 46.7322671 24.6957245, 46.7318433 24.6954966, 46.731587 24.6953812, 46.7313268 24.6952784, 46.7308056 24.6950837, 46.7300723 24.6949055, 46.7290541 24.6947204, 46.7273076 24.6943932, 46.7255543 24.694069, 46.7237818 24.6937462, 46.72294 24.693583, 46.722291 24.6934078, 46.7217271 24.6932369, 46.721045 24.6930742, 46.720634 24.6929918, 46.719957 24.6928602, 46.7192023 24.6926959, 46.7188379 24.6926502)"
2023-03-25 19:00:00,2,"LINESTRING (24.7116006 46.7567208, 24.7114103 46.756423)"
2023-03-25 21:00:00,1,"LINESTRING (46.6960111 24.6817797, 46.6980097 24.682615, 46.699329 24.6832222, 46.7000444 24.6835119, 46.7016071 24.6841578, 46.7028271 24.6846576)"
2023-03-26 08:00:00,2,"LINESTRING (24.6957527 46.731106, 24.6954176 46.7309204)"
2023-03-26 12:00:00,2,"LINESTRING (24.7471016 46.8147629, 24.7480534 46.8162474)"
2023-03-27 14:00:00,2,"LINESTRING (24.8153841 46.8789624, 24.8152779 46.8788832)"
2023-03-27 17:00:00,0,"LINESTRING (46.8312282 24.7578141, 46.8291972 24.7564832, 46.8231109 24.7527022)"
2023-03-28 06:00:00,2,"LINESTRING (24.6687947 46.6264144, 24.6684288 46.6252143)"
2023-03-28 07:00:00,2,"LINESTRING (24.7215706 46.7726864, 24.7212889 46.7722317)"
2023-03-28 08:00:00,2,"LINESTRING (24.6937683 46.7232977, 24.6937392 46.723183)"
2023-03-29 06:00:00,2,"LINESTRING (24.7017402 46.7410508, 24.7006742 46.7394469)"
2023-03-29 07:00:00,2,"LINESTRING (24.6765555 46.6839201, 24.6769079 46.6847946)"
2023-03-29 08:00:00,0,"LINESTRING (46.7836267 24.7277984, 46.7852456 24.7288073)"
2023-03-29 14:00:00,0,"LINESTRING (46.8796395 24.8163129, 46.8789624 24.8153841)"
2023-03-29 15:00:00,2,"LINESTRING (24.7174214 46.7664015, 24.7148574 46.7621375)"
2023-03-29 16:00:00,2,"LINESTRING (24.7217713 46.7729987, 24.7216751 46.7728388)"
2023-03-30 07:00:00,2,"LINESTRING (24.6758662 46.6797573, 24.6757405 46.6791464)"
2023-03-30 12:00:00,2,"LINESTRING (24.7093262 46.7530625, 24.70902 46.7525796)"
2023-03-30 20:00:00,2,"LINESTRING (24.7459766 46.8129017, 24.7467318 46.8141511)"
2023-03-30 22:00:00,1,"LINESTRING (46.7524941 24.7089652, 46.7520936 24.7087188, 46.7518591 24.7085851)"
2023-03-31 18:00:00,2,"LINESTRING (24.8136578 46.8779485, 24.8149035 46.8788504)"
2023-03-31 18:00:00,2,"LINESTRING (24.735651 46.7506208, 24.7321653 46.7523533)"
2023-03-31 18:00:00,2,"LINESTRING (24.7405859 46.8041602, 24.7407653 46.8044583)"
2023-03-31 18:00:00,2,"LINESTRING (24.7937287 46.8632825, 24.7949994 46.864223)"
2023-03-31 18:00:00,2,"LINESTRING (24.7292194 46.7849785, 24.7286321 46.7840364)"
2023-03-31 21:00:00,0,"LINESTRING (46.794121 24.7343353, 46.7960289 24.7354756)"
2023-03-31 22:00:00,2,"LINESTRING (24.6981654 46.7716857, 24.6973379 46.7720272)"
2023-03-31 23:00:00,2,"LINESTRING (24.7310058 46.787844, 24.7306565 46.7872526)"
2023-04-01 18:00:00,0,"LINESTRING (46.7885666 24.7308791, 46.7891187 24.731209)"
2023-04-01 18:00:00,0,"LINESTRING (46.6719771 24.6752866, 46.6710126 24.6752045)"
2023-04-01 18:00:00,0,"LINESTRING (46.5848382 24.6341202, 46.585338 24.6347986, 46.5857136 24.635311)"
2023-04-01 18:00:00,0,"LINESTRING (46.6719771 24.6752866, 46.6710126 24.6752045)"
2023-04-01 18:00:00,0,"LINESTRING (46.8875269 24.8267645, 46.8876846 24.8269799, 46.8878099 24.8271511, 46.8882262 24.827714)"
2023-04-01 20:00:00,2,"LINESTRING (24.7298546 46.7869226, 24.729936 46.7870376)"
2023-04-01 20:00:00,2,"LINESTRING (24.7461853 46.8121171, 24.7461136 46.8120098)"
2023-04-01 20:00:00,2,"LINESTRING (24.6685008 46.6266172, 24.6702834 46.6331268)"
2023-04-01 21:00:00,1,"LINESTRING (46.7546744 24.7275096, 46.7549399 24.7269779)"
2023-04-02 07:00:00,2,"LINESTRING (24.8490685 46.9105927, 24.8463611 46.9070397)"
2023-04-02 12:00:00,2,"LINESTRING (24.6981654 46.7716857, 24.6973379 46.7720272)"
2023-04-02 16:00:00,2,"LINESTRING (24.7160482 46.7647956, 24.7171224 46.7665862)"
2023-04-03 07:00:00,2,"LINESTRING (24.8094044 46.8748356, 24.8099329 46.8752249)"
2023-04-03 14:00:00,0,"LINESTRING (46.7552336 24.7263873, 46.7554349 24.7259863)"
2023-04-03 16:00:00,2,"LINESTRING (24.7545295 46.8266781, 24.7548631 46.8272128)"
2023-04-03 17:00:00,0,"LINESTRING (46.8285164 24.7556766, 46.8286174 24.7557396)"
2023-04-04 07:00:00,0,"LINESTRING (46.8452801 24.7694523, 46.8456904 24.7700029, 46.8476768 24.7728471)"
2023-04-04 09:00:00,0,"LINESTRING (46.8210408 24.7510359, 46.8213226 24.7512112, 46.8221012 24.7516956, 46.8228415 24.7521562)"
2023-04-04 12:00:00,2,"LINESTRING (24.7401854 46.8025842, 24.7400282 46.8023184)"
2023-04-04 12:00:00,2,"LINESTRING (24.7545295 46.8266781, 24.7548631 46.8272128)"
2023-04-04 15:00:00,0,"LINESTRING (46.8360364 24.7611368, 46.8358641 24.7610097)"
2023-04-04 15:00:00,0,"LINESTRING (46.8883288 24.828177, 46.8882185 24.8280141)"
2023-04-04 15:00:00,0,"LINESTRING (46.8366861 24.7609373, 46.8375377 24.7613849, 46.837916 24.7615793, 46.8383645 24.7617392, 46.8387809 24.7618352, 46.8392614 24.7618773, 46.8397813 24.7618844, 46.8406496 24.7618803, 46.8414893 24.7618574, 46.8418707 24.7618262, 46.8424299 24.7617276)"
2023-04-05 06:00:00,1,"LINESTRING (46.7817024 24.7266145, 46.7825465 24.7271397, 46.7828053 24.7272946, 46.7833585 24.7276425)"
2023-04-05 06:00:00,1,"LINESTRING (46.9467781 24.8767085, 46.9464038 24.8763631, 46.9427737 24.8735804, 46.9410072 24.8722263, 46.9351814 24.8677974, 46.9294855 24.8634643)"
2023-04-05 07:00:00,2,"LINESTRING (24.7938616 46.8631253, 24.7905276 46.860642)"
2023-04-05 09:00:00,2,"LINESTRING (24.6485249 46.5951422, 24.649899 46.5960363)"
2023-04-05 10:00:00,2,"LINESTRING (24.815815 46.8795186, 24.8161377 46.8797531)"
2023-04-05 11:00:00,1,"LINESTRING (46.7429787 24.7029926, 46.7427971 24.702874, 46.7422464 24.7025144, 46.7420015 24.7023544)"
2023-04-05 13:00:00,0,"LINESTRING (46.6819946 24.6763988, 46.6810206 24.6761275)"
2023-04-05 14:00:00,2,"LINESTRING (24.7605849 46.8366535, 24.7610309 46.8374362)"
2023-04-05 15:00:00,0,"LINESTRING (46.7677561 24.7053145, 46.7689574 24.7035971)"
2023-04-05 18:00:00,0,"LINESTRING (46.8025842 24.7401854, 46.8023184 24.7400282)"
2023-04-06 15:00:00,0,"LINESTRING (46.8835727 24.8216892, 46.8829239 24.8208029, 46.8818186 24.8192929)"
2023-04-06 16:00:00,2,"LINESTRING (24.7481664 46.8152622, 24.7472867 46.8138556)"
2023-04-06 17:00:00,2,"LINESTRING (24.7190167 46.7695538, 24.719129 46.7697284)"
2023-04-06 20:00:00,2,"LINESTRING (24.7335324 46.7918994, 24.7329848 46.7910191)"
2023-04-06 22:00:00,2,"LINESTRING (24.695845 46.7320459, 24.6956292 46.7319106)"
2023-04-06 22:00:00,2,"LINESTRING (24.7306225 46.7871959, 24.7304747 46.7869497)"
2023-04-07 18:00:00,0,"LINESTRING (46.7691392 24.7033338, 46.7693163 24.7030682)"
2023-04-07 18:00:00,0,"LINESTRING (46.7584359 24.7200631, 46.7598743 24.7171492)"
2023-04-07 18:00:00,0,"LINESTRING (46.7852456 24.7288073, 46.7857863 24.7291443)"
2023-04-07 20:00:00,2,"LINESTRING (24.6983423 46.7362218, 24.6970308 46.7342681)"
2023-04-07 23:00:00,2,"LINESTRING (24.635311 46.5857136, 24.6355925 46.58592)"
2023-04-08 20:00:00,0,"LINESTRING (46.7817024 24.7266145, 46.7825465 24.7271397, 46.7828053 24.7272946, 46.7833585 24.7276425)"
2023-04-08 23:00:00,1,"LINESTRING (46.8713201 24.8049337, 46.8661527 24.797926, 46.8644679 24.7956653)"
2023-04-09 08:00:00,2,"LINESTRING (24.7388025 46.8003728, 24.738649 46.8001263)"
2023-04-09 10:00:00,0,"LINESTRING (46.8320763 24.7578809, 46.8348447 24.7595174)"
2023-04-09 11:00:00,2,"LINESTRING (24.7269779 46.7549399, 24.7268346 46.7550114)"
2023-04-09 13:00:00,0,"LINESTRING (46.8838151 24.8220204, 46.8837439 24.821923)"
2023-04-09 15:00:00,2,"LINESTRING (24.6685008 46.6266172, 24.6702834 46.6331268)"
2023-04-09 15:00:00,2,"LINESTRING (24.6943417 46.7265025, 24.6939794 46.7244804)"
2023-04-09 16:00:00,0,"LINESTRING (46.695698 24.6817994, 46.6948458 24.6814261, 46.69415592971527 24.681143)"
2023-04-09 17:00:00,2,"LINESTRING (24.7343353 46.794121, 24.7354756 46.7960289)"
2023-04-10 06:00:00,2,"LINESTRING (24.7380373 46.7991408, 24.7374375 46.7981766)"
2023-04-10 08:00:00,0,"LINESTRING (46.775172 24.6892847, 46.7753276 24.6887701)"
2023-04-10 08:00:00,0,"LINESTRING (46.8452801 24.7694523, 46.8456904 24.7700029, 46.8476768 24.7728471)"
2023-04-10 10:00:00,2,"LINESTRING (24.7197436 46.7697378, 24.7193496 46.7691019)"
2023-04-10 13:00:00,0,"LINESTRING (46.8824314 24.8198033, 46.8830069 24.8205895, 46.8832934 24.820981, 46.8839113 24.8218251)"
2023-04-10 13:00:00,0,"LINESTRING (46.7898362 24.7322478, 46.7897193 24.7321749, 46.7892511 24.731883)"
2023-04-10 17:00:00,0,"LINESTRING (46.8818186 24.8192929, 46.8805593 24.8175725, 46.8802503 24.8171504, 46.8800595 24.8168888)"
2023-04-10 18:00:00,2,"LINESTRING (24.7605217 46.8365492, 24.7605849 46.8366535)"
2023-04-11 13:00:00,2,"LINESTRING (24.7017402 46.7410508, 24.7006742 46.7394469)"
2023-04-11 18:00:00,1,"LINESTRING (46.7155366 24.6907963, 46.7158144 24.6910646, 46.7160552 24.6912482, 46.7165219 24.6916127, 46.7171125 24.6919294, 46.717532 24.692113, 46.7179419 24.6922685, 46.7183942 24.692389, 46.7187995 24.6924735)"
2023-04-12 09:00:00,0,"LINESTRING (46.7665055 24.7177406, 46.7657825 24.7172926)"
2023-04-12 10:00:00,0,"LINESTRING (46.6838803 24.6770039, 46.6832827 24.6767807, 46.6826581 24.6765885)"
2023-04-12 13:00:00,2,"LINESTRING (24.7071574 46.766465, 24.7070473 46.766544)"
2023-04-12 13:00:00,2,"LINESTRING (24.7323861 46.7900621, 24.7323626 46.7900204)"
2023-04-13 08:00:00,2,"LINESTRING (24.6939794 46.7244804, 24.6937683 46.7232977)"
2023-04-13 12:00:00,2,"LINESTRING (24.7219463 46.7733001, 24.7217713 46.7729987)"
2023-04-13 12:00:00,2,"LINESTRING (24.6634101 46.615242, 24.6642677 46.6166408)"
2023-04-13 13:00:00,0,"LINESTRING (46.9645144 24.8950773, 46.9643398 24.8949206)"
2023-04-13 13:00:00,0,"LINESTRING (46.8191346 24.7498422, 46.8194189 24.7499669, 46.8194743 24.7499961, 46.8199289 24.7502541, 46.8199541 24.7502707, 46.8201292 24.7503856, 46.8202084 24.750428, 46.8203079 24.7504556, 46.8203942 24.7504416, 46.8204784 24.7504106, 46.8205532 24.7503538, 46.820574 24.7503413)"
2023-04-13 16:00:00,2,"LINESTRING (24.6793002 46.6874851, 24.6790491 46.6873467)"
2023-04-13 16:00:00,2,"LINESTRING (24.7406277 46.8033071, 24.7404164 46.8029669)"
2023-04-13 17:00:00,0,"LINESTRING (46.8059981 24.741692, 46.8064335 24.741955, 46.8068417 24.7422015, 46.8069439 24.7422632, 46.8070796 24.7423452, 46.8071611 24.7423944, 46.8079516 24.7428677, 46.8080804 24.7429554)"
2023-04-14 18:00:00,0,"LINESTRING (46.6832256 24.6764579, 46.6856339 24.6773979)"
2023-04-14 18:00:00,0,"LINESTRING (46.7935092 24.7339677, 46.7935704 24.7340063, 46.7936255 24.7340391)"
2023-04-14 18:00:00,0,"LINESTRING (46.8187545 24.7502336, 46.8178191 24.749641)"
2023-04-14 23:00:00,2,"LINESTRING (24.7187614 46.7681528, 24.7181156 46.7671106)"
2023-04-15 21:00:00,2,"LINESTRING (24.6776971 46.6854916, 24.6774167 46.6849048)"
2023-04-15 23:00:00,0,"LINESTRING (46.7893827 24.7313713, 46.7903348 24.7319722)"
2023-04-16 06:00:00,2,"LINESTRING (24.7430529 46.8082198, 24.7432285 46.8085076)"
2023-04-16 09:00:00,0,"LINESTRING (46.721834 24.6930263, 46.7223672 24.6932111)"
2023-04-16 09:00:00,0,"LINESTRING (46.6832256 24.6764579, 46.6856339 24.6773979)"
2023-04-16 10:00:00,2,"LINESTRING (24.675941 46.6820274, 24.6762134 46.6829608)"
2023-04-16 14:00:00,1,"LINESTRING (46.9105927 24.8490685, 46.9070397 24.8463611, 46.9014071 24.842087, 46.8971585 24.8388254, 46.8955599 24.8374039, 46.8932317 24.834775, 46.8928705 24.8342926, 46.891322 24.832224, 46.8906499 24.8313153)"
2023-04-16 14:00:00,1,"LINESTRING (46.731106 24.6957527, 46.7309204 24.6954176, 46.7305308 24.6951512)"
2023-04-16 15:00:00,2,"LINESTRING (24.6756102 46.6780294, 24.6755463 46.6772623)"
2023-04-16 15:00:00,2,"LINESTRING (24.691821 46.7171552, 24.6920111 46.7175854)"
2023-04-16 17:00:00,2,"LINESTRING (24.7962304 46.865133, 24.7978283 46.8663203)"
2023-04-16 18:00:00,0,"LINESTRING (46.7827603 24.7276334, 46.7801192 24.7259883, 46.7771622 24.7241404)"
2023-04-17 06:00:00,1,"LINESTRING (46.7523533 24.7321653, 46.7524933 24.7318856, 46.7527396 24.7313935, 46.7531243 24.7306249)"
2023-04-17 14:00:00,0,"LINESTRING (46.8375191 24.7674617, 46.8374527 24.7670968, 46.8372897 24.7659358, 46.8373164 24.7653596, 46.8373552 24.7651041, 46.8375064 24.76433, 46.8375902 24.7639375, 46.8376351 24.7636286, 46.8376528 24.7634104, 46.837628 24.7631239, 46.837592 24.7629363, 46.8375473 24.7627894, 46.8374936 24.7626246, 46.8374205 24.762479, 46.8373105 24.7622647, 46.8371756 24.7620689, 46.837045 24.7618974, 46.8369046 24.7617515, 46.8367773 24.761629, 46.8364651 24.7613996, 46.8361397 24.7611976, 46.8360364 24.7611368)"
2023-04-17 17:00:00,0,"LINESTRING (46.6696712 24.6751509, 46.6692577 24.6751903, 46.669189 24.6751688, 46.669144 24.6751446, 46.6690787 24.675069, 46.6690545 24.6749502)"
2023-04-18 06:00:00,1,"LINESTRING (46.8231109 24.7527022, 46.8206656 24.751183, 46.816423 24.748591)"
2023-04-18 07:00:00,2,"LINESTRING (24.6934046 46.723214, 24.6934163 46.7233137)"
2023-04-18 07:00:00,2,"LINESTRING (24.7232658 46.7568452, 24.7220571 46.7574341)"
2023-04-18 13:00:00,0,"LINESTRING (46.8366861 24.7609373, 46.8375377 24.7613849, 46.837916 24.7615793, 46.8383645 24.7617392, 46.8387809 24.7618352, 46.8392614 24.7618773, 46.8397813 24.7618844, 46.8406496 24.7618803, 46.8414893 24.7618574, 46.8418707 24.7618262, 46.8424299 24.7617276)"
2023-04-18 13:00:00,0,"LINESTRING (46.865133 24.7962304, 46.8663203 24.7978283, 46.8671482 24.7989512, 46.8675306 24.7994697, 46.8690175 24.801486, 46.8692016 24.8017357, 46.8693506 24.8019378)"
2023-04-18 14:00:00,2,"LINESTRING (24.7253909 46.7788373, 24.7246581 46.777662)"
2023-04-18 15:00:00,0,"LINESTRING (46.8266781 24.7545295, 46.8272128 24.7548631, 46.8282354 24.7555013, 46.8285164 24.7556766)"
2023-04-18 15:00:00,0,"LINESTRING (46.8818186 24.8192929, 46.8805593 24.8175725, 46.8802503 24.8171504, 46.8800595 24.8168888)"
2023-04-18 16:00:00,0,"LINESTRING (46.8444735 24.7632131, 46.8444814 24.7633407, 46.8446279 24.7648499, 46.8446609 24.7651797, 46.8446291 24.7658116, 46.8445268 24.7662253, 46.8443491 24.7666709, 46.8441235 24.7670738, 46.8434148 24.767809, 46.8431328 24.7679733, 46.8427977 24.7681597, 46.8424057 24.7683091, 46.8419244 24.7684433, 46.8414025 24.7685185, 46.841003 24.7685189, 46.8405873 24.7684823, 46.8401553 24.768383, 46.8397315 24.7682468, 46.8393943 24.7680935, 46.838951 24.7678195, 46.8387375 24.7676741, 46.8385364 24.7674838, 46.838326 24.7672517, 46.8381341 24.7669915, 46.8380038 24.7667523, 46.8378735 24.7664936, 46.8376868 24.765895, 46.8376558 24.7657138, 46.8376206 24.7654936, 46.8376021 24.7653464, 46.8375831 24.7650945)"
2023-04-18 17:00:00,2,"LINESTRING (24.7239086 46.7764595, 24.7235322 46.7758521)"
2023-04-19 07:00:00,2,"LINESTRING (24.7181156 46.7671106, 24.7177406 46.7665055)"
2023-04-19 07:00:00,2,"LINESTRING (24.7281772 46.7543596, 24.7275096 46.7546744)"
2023-04-19 08:00:00,0,"LINESTRING (46.7891187 24.731209, 46.7893827 24.7313713)"
2023-04-19 08:00:00,0,"LINESTRING (46.7716857 24.6981654, 46.7720272 24.6973379)"
2023-04-19 09:00:00,2,"LINESTRING (24.710734 46.7561252, 24.7107864 46.7563365)"
2023-04-19 11:00:00,2,"LINESTRING (24.7609373 46.8366861, 24.7613849 46.8375377)"
2023-04-19 12:00:00,0,"LINESTRING (46.8883288 24.828177, 46.8882185 24.8280141)"
2023-04-19 13:00:00,1,"LINESTRING (46.7399797 24.7006549, 46.7427954 24.7025426, 46.7446297 24.7037326, 46.7475915 24.7055896, 46.7493676 24.7066912)"
2023-04-19 17:00:00,0,"LINESTRING (46.865133 24.7962304, 46.8663203 24.7978283, 46.8671482 24.7989512, 46.8675306 24.7994697, 46.8690175 24.801486, 46.8692016 24.8017357, 46.8693506 24.8019378)"
2023-04-19 17:00:00,0,"LINESTRING (46.7489875 24.7388215, 46.7498316 24.737183, 46.7499041 24.7370422, 46.750534 24.7358194, 46.7506208 24.735651)"
2023-04-20 08:00:00,0,"LINESTRING (46.6264144 24.6687947, 46.6252143 24.6684288, 46.623245 24.6677678, 46.6202883 24.6665469)"
2023-04-20 10:00:00,0,"LINESTRING (46.7531243 24.7306249, 46.7534523 24.729963)"
2023-04-20 11:00:00,2,"LINESTRING (24.738649 46.8001263, 24.7385427 46.7999545)"
2023-04-20 13:00:00,2,"LINESTRING (24.7265977 46.7807731, 24.7259995 46.7798137)"
2023-04-20 13:00:00,2,"LINESTRING (24.7070473 46.766544, 24.7061177 46.7671943)"
2023-04-20 15:00:00,2,"LINESTRING (24.6872571 46.7757041, 24.6871167 46.7757384)"
2023-04-20 21:00:00,1,"LINESTRING (46.8788832 24.8152779, 46.8732122 24.8074996, 46.871628 24.8053512)"
2023-04-21 18:00:00,2,"LINESTRING (24.681143 46.69442614207436, 24.6815066 46.6952966)"
2023-04-21 19:00:00,2,"LINESTRING (24.7406277 46.8033071, 24.7404164 46.8029669)"
2023-04-21 19:00:00,2,"LINESTRING (24.6877399 46.7106278, 24.6875995 46.7100613)"
2023-04-21 19:00:00,2,"LINESTRING (24.7339677 46.7935092, 24.7340063 46.7935704)"
2023-04-21 21:00:00,2,"LINESTRING (24.6754285 46.6748979, 24.6753503 46.6731207)"
2023-04-21 22:00:00,2,"LINESTRING (24.7471016 46.8147629, 24.7480534 46.8162474)"
2023-04-21 22:00:00,2,"LINESTRING (24.7329254 46.7918527, 24.7335001 46.7927661)"
2023-04-21 23:00:00,0,"LINESTRING (46.7865408 24.7302352, 46.7864909 24.7302081)"
2023-04-21 23:00:00,0,"LINESTRING (46.8839827 24.8219226, 46.8842228 24.8222505, 46.885413 24.8238765)"
2023-04-22 18:00:00,0,"LINESTRING (46.8374969 24.7692233, 46.8375039 24.7692086, 46.8376351 24.7687919, 46.8376446 24.7682321)"
2023-04-22 19:00:00,2,"LINESTRING (24.6764579 46.6832256, 24.6773979 46.6856339)"
2023-04-22 20:00:00,0,"LINESTRING (46.69442614207436 24.681143, 46.6952966 24.6815066, 46.6954633 24.6815474)"
2023-04-22 20:00:00,0,"LINESTRING (46.7981766 24.7374375, 46.7973617 24.7369302, 46.7970696 24.7367484, 46.7963661 24.7363104)"
2023-04-22 21:00:00,2,"LINESTRING (24.7304747 46.7869497, 24.7303579 46.7867668)"
2023-04-22 22:00:00,2,"LINESTRING (24.8152863 46.87913, 24.8155095 46.8792941)"
2023-04-22 22:00:00,2,"LINESTRING (24.8066883 46.8728536, 24.8068974 46.8730078)"
2023-04-22 23:00:00,2,"LINESTRING (24.681143 46.69442614207436, 24.6815066 46.6952966)"
2023-04-23 07:00:00,2,"LINESTRING (24.7302352 46.7865408, 24.7302081 46.7864909)"
2023-04-23 11:00:00,2,"LINESTRING (24.7259863 46.7554349, 24.7249399 46.7559969)"
2023-04-23 12:00:00,2,"LINESTRING (24.7362403 46.7962479, 24.7351423 46.794486)"
2023-04-23 14:00:00,0,"LINESTRING (46.8121301 24.745504, 46.8123571 24.7456475)"
2023-04-23 17:00:00,0,"LINESTRING (46.6696712 24.6751509, 46.6692577 24.6751903, 46.669189 24.6751688, 46.669144 24.6751446, 46.6690787 24.675069, 46.6690545 24.6749502)"
2023-04-23 18:00:00,0,"LINESTRING (46.8303696 24.7568139, 46.8305285 24.756919, 46.8314839 24.7575505)"
2023-04-24 08:00:00,2,"LINESTRING (24.7323861 46.7900621, 24.7323626 46.7900204)"
2023-04-24 10:00:00,0,"LINESTRING (46.7852456 24.7288073, 46.7857863 24.7291443)"
2023-04-24 16:00:00,2,"LINESTRING (24.7035971 46.7689574, 24.7033757 46.7691123)"
2023-04-25 07:00:00,0,"LINESTRING (46.8779485 24.8136578, 46.8788504 24.8149035, 46.8790507 24.8151801)"
2023-04-25 08:00:00,2,"LINESTRING (24.7000425 46.7385328, 24.6993939 46.7375941)"
2023-04-25 12:00:00,0,"LINESTRING (46.5818169 24.6304565, 46.5804164 24.6284422, 46.5797347 24.6275048, 46.5793173 24.6269309, 46.5785542 24.6258831, 46.5780888 24.6252525)"
2023-04-25 16:00:00,2,"LINESTRING (24.7948495 46.8638614, 24.7938616 46.8631253)"
2023-04-25 17:00:00,2,"LINESTRING (24.6548183 46.6009414, 24.6543462 46.6002025)"
2023-04-25 17:00:00,2,"LINESTRING (24.7694523 46.8452801, 24.7700029 46.8456904)"
2023-04-25 18:00:00,0,"LINESTRING (46.5848382 24.6341202, 46.585338 24.6347986, 46.5857136 24.635311)"
2023-04-26 10:00:00,2,"LINESTRING (24.7010952 46.7404086, 24.7002909 46.7391919)"
2023-04-26 13:00:00,0,"LINESTRING (46.7755914 24.7227685, 46.7758818 24.7229544, 46.7762386 24.7231829)"
2023-04-26 18:00:00,0,"LINESTRING (46.6797573 24.6758662, 46.6791464 24.6757405, 46.6788622 24.6757015)"
2023-04-27 12:00:00,0,"LINESTRING (46.8129017 24.7459766, 46.8141511 24.7467318, 46.8144149 24.7468913, 46.8147252 24.7470788, 46.8147629 24.7471016)"
2023-04-27 20:00:00,2,"LINESTRING (24.7207035 46.7580939, 24.7200631 46.7584359)"
2023-04-28 19:00:00,2,"LINESTRING (24.8216892 46.8835727, 24.8208029 46.8829239)"
2023-04-28 20:00:00,2,"LINESTRING (24.691821 46.7171552, 24.6920111 46.7175854)"
2023-04-28 21:00:00,0,"LINESTRING (46.8638614 24.7948495, 46.8631253 24.7938616)"
2023-04-28 21:00:00,0,"LINESTRING (46.6748979 24.6754285, 46.6731207 24.6753503)"
2023-04-28 21:00:00,0,"LINESTRING (46.7900621 24.7323861, 46.7900204 24.7323626, 46.7898362 24.7322478)"
2023-04-28 22:00:00,2,"LINESTRING (24.7400282 46.8023184, 24.7398931 46.802124)"
2023-04-28 23:00:00,2,"LINESTRING (24.7382418 46.8004863, 24.7383321 46.8006352)"
2023-04-29 19:00:00,2,"LINESTRING (24.7498422 46.8191346, 24.7501888 46.8195533)"
2023-04-29 19:00:00,2,"LINESTRING (24.7568139 46.8303696, 24.756919 46.8305285)"
2023-04-30 06:00:00,2,"LINESTRING (24.7951769 46.8643544, 24.7954666 46.864561)"
2023-04-30 08:00:00,0,"LINESTRING (46.8756988 24.8105818, 46.8757821 24.8106961, 46.8765588 24.8117611, 46.8772183 24.8126654, 46.8775717 24.81315)"
2023-04-30 09:00:00,2,"LINESTRING (24.7545295 46.8266781, 24.7548631 46.8272128)"
2023-04-30 12:00:00,2,"LINESTRING (24.7265977 46.7807731, 24.7259995 46.7798137)"
2023-04-30 13:00:00,2,"LINESTRING (24.9079547 46.9791196, 24.9098901 46.9809733)"
2023-04-30 13:00:00,2,"LINESTRING (24.6817797 46.6960111, 24.682615 46.6980097)"
2023-04-30 15:00:00,2,"LINESTRING (24.7526517 46.8233101, 24.7574744 46.8310777)"
2023-04-30 15:00:00,2,"LINESTRING (24.6897491 46.7148519, 24.6907437 46.7156731)"
2023-04-30 17:00:00,0,"LINESTRING (46.7689574 24.7035971, 46.7691123 24.7033757, 46.7691392 24.7033338)"
2023-05-01 06:00:00,0,"LINESTRING (46.7918994 24.7335324, 46.7910191 24.7329848)"
2023-05-01 08:00:00,0,"LINESTRING (46.8366861 24.7609373, 46.8372254 24.7613033, 46.8379764 24.7618293, 46.8386201 24.7623457, 46.8393282 24.7629107, 46.8400256 24.7635026, 46.8406194 24.7640404)"
2023-05-01 10:00:00,0,"LINESTRING (46.7704016 24.7201548, 46.7702765 24.7200638)"
2023-05-01 11:00:00,2,"LINESTRING (24.741692 46.8059981, 24.741955 46.8064335)"
2023-05-01 12:00:00,2,"LINESTRING (24.7010952 46.7404086, 24.7002909 46.7391919)"
2023-05-01 15:00:00,2,"LINESTRING (24.7938616 46.8631253, 24.7905276 46.860642)"
2023-05-01 15:00:00,2,"LINESTRING (24.749641 46.8178191, 24.7488848 46.8164546)"
2023-05-01 18:00:00,0,"LINESTRING (46.7724787 24.7207948, 46.7731961 24.7212448)"
2023-05-01 18:00:00,0,"LINESTRING (46.8285164 24.7556766, 46.8286174 24.7557396)"
2023-05-02 15:00:00,2,"LINESTRING (24.6548183 46.6009414, 24.6543462 46.6002025)"
2023-05-02 18:00:00,0,"LINESTRING (46.8541037 24.7814899, 46.8543517 24.7818528, 46.855034 24.7827563, 46.8557489 24.7837524, 46.8564401 24.7846604, 46.8567165 24.7850148, 46.8580715 24.7869037)"
